Date,Hour,Season,Temperature(°C),Humidity(%),Dew Point(°C),Solar Radiation(MJ/m2),Residents,AC Usage(hours),Heater Usage(hours),Holiday,Functioning Day,Electricity Usage(kWh)
2022-02-02,20,Winter,19.2,60.1,17.1,4.51,3,4.7,0.8,Holiday,No,41.2
2022-02-02,21,Autumn,24.4,61.3,22.9,4.14,5,6.3,3.3,Holiday,No,51.4
2022-02-02,22,Summer,31.0,54.5,29.0,4.55,2,7.8,2.9,Holiday,No,55.0
2022-02-02,23,Winter,20.7,64.0,19.0,4.09,2,5.7,0.5,No Holiday,Yes,47.6
2022-02-03,0,Spring,28.5,57.7,26.6,4.53,3,3.1,1.7,Holiday,No,45.3
2022-02-03,1,Winter,20.2,59.7,18.4,4.76,2,3.2,0.8,No Holiday,Yes,34.9
2022-02-03,2,Spring,29.3,51.1,27.8,4.57,5,6.5,0.0,No Holiday,Yes,48.9
2022-02-03,3,Autumn,26.8,58.1,25.8,3.98,4,3.1,0.8,No Holiday,Yes,40.6
2022-02-03,4,Spring,18.9,56.0,17.3,2.82,5,5.4,2.1,No Holiday,Yes,46.5
2022-02-03,5,Autumn,32.8,52.6,30.7,5.27,2,4.3,2.6,No Holiday,Yes,54.2
2022-02-03,6,Spring,23.3,54.7,22.0,4.05,4,2.9,1.7,No Holiday,Yes,41.0
2022-02-03,7,Autumn,22.9,53.9,20.9,3.58,5,6.7,3.4,No Holiday,Yes,54.6
2022-02-03,8,Spring,28.0,65.1,25.1,5.39,1,6.4,3.0,No Holiday,Yes,49.9
2022-02-03,9,Summer,32.7,60.5,30.2,5.61,1,2.3,1.9,No Holiday,Yes,48.9
2022-02-03,10,Spring,21.9,66.1,19.1,4.18,4,6.0,1.7,No Holiday,Yes,47.0
2022-02-03,11,Spring,27.3,51.9,25.1,5.41,4,5.7,2.4,No Holiday,Yes,48.7
2022-02-03,12,Summer,29.1,56.5,26.6,5.25,4,6.7,2.0,No Holiday,Yes,51.8
2022-02-03,13,Winter,30.5,50.7,28.8,4.64,1,5.3,0.6,No Holiday,Yes,51.2
2022-02-03,14,Winter,27.9,53.9,26.2,4.27,5,7.9,1.7,No Holiday,Yes,55.8
2022-02-03,15,Spring,25.2,53.8,24.5,4.93,4,4.7,2.7,No Holiday,Yes,42.0
2022-02-03,16,Summer,22.9,63.1,20.3,4.48,1,4.5,3.3,No Holiday,Yes,50.8
2022-02-03,17,Spring,27.4,55.2,24.7,4.83,4,3.1,3.0,Holiday,No,48.7
2022-02-03,18,Autumn,21.6,62.8,19.9,3.74,4,3.1,2.3,No Holiday,Yes,39.4
2022-02-03,19,Autumn,12.4,63.7,10.5,3.54,4,3.0,3.5,No Holiday,Yes,31.8
2022-02-03,20,Spring,29.2,65.5,27.6,4.54,1,5.4,2.4,No Holiday,Yes,54.5
2022-02-03,21,Winter,31.5,49.6,29.3,5.1,5,4.5,1.9,No Holiday,Yes,51.0
2022-02-03,22,Winter,15.2,65.5,12.6,4.24,1,5.7,3.5,No Holiday,Yes,44.1
2022-02-03,23,Spring,22.0,63.0,20.8,3.86,1,2.6,2.7,No Holiday,Yes,41.7
2022-02-04,0,Spring,30.1,52.1,27.9,4.22,4,3.3,3.3,No Holiday,Yes,51.9
2022-02-04,1,Autumn,37.3,57.8,35.4,5.2,3,3.3,0.8,No Holiday,Yes,53.0
2022-02-04,2,Winter,27.1,58.2,25.0,5.21,3,9.3,1.1,No Holiday,Yes,53.4
2022-02-04,3,Spring,23.4,57.1,21.1,4.46,3,4.7,1.2,Holiday,No,40.9
2022-02-04,4,Autumn,26.1,53.9,24.2,4.54,1,4.9,2.2,No Holiday,Yes,47.6
2022-02-04,5,Winter,33.9,52.0,31.9,5.13,4,4.8,3.8,No Holiday,Yes,62.0
2022-02-04,6,Summer,23.8,66.1,21.9,4.62,3,8.1,0.9,Holiday,No,49.4
2022-02-04,7,Autumn,23.0,58.1,20.5,3.88,2,1.8,2.9,No Holiday,Yes,40.3
2022-02-04,8,Winter,24.6,60.8,22.4,4.61,2,4.9,0.8,No Holiday,Yes,46.3
2022-02-04,9,Winter,22.2,55.2,20.1,3.86,2,1.8,4.1,No Holiday,Yes,39.0
2022-02-04,10,Autumn,27.6,53.6,26.2,4.31,5,0.2,0.4,No Holiday,Yes,38.2
2022-02-04,11,Summer,35.1,58.8,33.3,5.19,4,3.5,2.7,No Holiday,Yes,52.3
2022-02-04,12,Autumn,28.6,51.0,26.2,4.67,1,5.8,2.9,No Holiday,Yes,55.2
2022-02-04,13,Winter,25.7,55.6,23.7,4.55,1,3.4,2.6,Holiday,No,41.3
2022-02-04,14,Spring,25.5,57.5,23.2,4.67,4,5.8,1.1,No Holiday,Yes,53.5
2022-02-04,15,Spring,19.2,59.7,16.3,2.07,5,5.2,0.9,Holiday,No,39.2
2022-02-04,16,Autumn,31.4,54.9,28.9,4.74,4,4.7,3.3,Holiday,No,53.8
2022-02-04,17,Winter,26.6,58.6,24.6,4.47,5,7.5,3.0,No Holiday,Yes,53.9
2022-02-04,18,Spring,26.1,59.9,24.4,5.36,3,3.8,3.0,No Holiday,Yes,42.8
2022-02-04,19,Winter,43.0,55.0,42.2,5.76,3,5.8,3.2,No Holiday,Yes,65.9
2022-02-04,20,Autumn,28.5,52.5,26.6,4.93,5,1.4,0.5,No Holiday,Yes,38.1
2022-02-04,21,Spring,23.2,56.9,21.4,5.07,4,5.2,0.4,No Holiday,Yes,44.1
2022-02-04,22,Winter,24.9,62.3,22.7,3.83,3,4.5,1.3,No Holiday,Yes,41.6
2022-02-04,23,Spring,32.7,58.8,30.8,5.47,4,2.6,1.5,No Holiday,Yes,45.9
2022-02-05,0,Autumn,27.6,51.2,25.7,4.36,3,5.8,1.4,No Holiday,Yes,47.4
2022-02-05,1,Winter,19.8,60.5,18.7,3.73,4,3.5,2.3,No Holiday,Yes,41.0
2022-02-05,2,Spring,31.6,47.6,30.1,4.76,4,8.5,3.1,No Holiday,Yes,60.2
2022-02-05,3,Autumn,23.7,58.1,21.4,4.0,2,0.1,1.7,No Holiday,Yes,34.1
2022-02-05,4,Spring,36.4,61.7,33.5,7.0,5,5.5,1.2,No Holiday,Yes,53.8
2022-02-05,5,Spring,32.4,51.5,30.4,5.66,1,5.1,2.8,No Holiday,Yes,53.8
2022-02-05,6,Summer,24.8,54.2,22.6,5.03,5,4.4,1.7,No Holiday,Yes,44.6
2022-02-05,7,Summer,33.4,58.0,30.9,5.59,4,3.9,2.1,No Holiday,Yes,51.1
2022-02-05,8,Autumn,27.3,50.6,25.7,3.93,4,5.1,1.7,No Holiday,Yes,53.1
2022-02-05,9,Summer,31.3,53.1,29.1,5.32,5,7.1,2.3,Holiday,No,57.1
2022-02-05,10,Autumn,29.4,58.6,27.8,5.48,4,1.7,1.0,No Holiday,Yes,47.0
2022-02-05,11,Summer,22.8,55.6,20.3,3.85,3,3.4,2.7,Holiday,No,41.7
2022-02-05,12,Spring,23.8,56.9,21.7,4.86,4,2.9,2.0,No Holiday,Yes,40.5
2022-02-05,13,Autumn,32.1,58.3,30.0,5.57,5,2.8,1.2,Holiday,No,44.6
2022-02-05,14,Autumn,25.3,59.1,23.7,5.46,5,5.7,2.5,No Holiday,Yes,49.3
2022-02-05,15,Spring,25.0,58.6,22.6,4.29,5,6.2,1.2,Holiday,No,46.1
2022-02-05,16,Autumn,22.2,57.0,19.2,3.67,2,7.1,1.3,No Holiday,Yes,45.4
2022-02-05,17,Autumn,29.1,57.7,27.6,4.73,2,6.2,0.8,No Holiday,Yes,44.1
2022-02-05,18,Summer,37.3,53.3,35.5,6.45,2,6.4,0.3,Holiday,No,60.1
2022-02-05,19,Autumn,21.7,60.3,19.5,3.25,2,2.2,2.5,No Holiday,Yes,37.4
2022-02-05,20,Winter,27.1,54.9,24.7,3.68,2,8.0,3.2,No Holiday,Yes,59.5
2022-02-05,21,Spring,34.1,54.1,32.3,5.45,2,4.6,1.5,No Holiday,Yes,51.1
2022-02-05,22,Summer,26.6,53.1,26.0,4.44,2,7.1,1.2,No Holiday,Yes,51.8
2022-02-05,23,Summer,29.3,56.1,26.6,4.93,5,2.2,0.2,No Holiday,Yes,41.2
2022-02-06,0,Winter,21.7,55.2,19.3,4.64,1,4.5,0.0,No Holiday,Yes,40.4
2022-02-06,1,Spring,29.1,51.8,28.0,4.64,2,6.9,2.7,Holiday,No,50.7
2022-02-06,2,Spring,26.1,58.2,24.4,3.67,5,5.1,0.0,No Holiday,Yes,47.5
2022-02-06,3,Summer,31.9,56.3,29.1,6.22,1,3.5,0.9,No Holiday,Yes,45.5
2022-02-06,4,Autumn,32.9,58.3,30.2,4.8,2,7.6,2.3,No Holiday,Yes,60.7
2022-02-06,5,Summer,39.9,51.3,37.5,5.47,1,2.7,2.1,No Holiday,Yes,48.6
2022-02-06,6,Spring,29.9,57.7,28.0,5.54,1,5.0,2.3,No Holiday,Yes,47.9
2022-02-06,7,Winter,28.6,58.6,26.6,4.67,3,6.3,2.0,No Holiday,Yes,52.5
2022-02-06,8,Summer,28.0,58.4,26.0,4.77,4,9.2,1.6,No Holiday,Yes,55.7
2022-02-06,9,Spring,25.2,54.1,22.7,4.76,3,4.1,0.9,No Holiday,Yes,43.7
2022-02-06,10,Summer,28.7,57.0,27.1,5.41,1,4.4,1.4,No Holiday,Yes,47.4
2022-02-06,11,Autumn,25.5,58.8,23.9,4.39,5,4.1,1.7,No Holiday,Yes,49.6
2022-02-06,12,Summer,27.8,56.7,25.3,5.54,2,5.5,0.1,No Holiday,Yes,47.8
2022-02-06,13,Summer,33.6,46.6,31.6,4.29,4,6.2,1.2,No Holiday,Yes,52.1
2022-02-06,14,Spring,22.0,59.1,19.3,4.58,2,7.2,1.6,No Holiday,Yes,46.2
2022-02-06,15,Spring,32.7,64.0,31.0,4.85,5,6.5,1.3,No Holiday,Yes,58.0
2022-02-06,16,Spring,33.6,53.5,31.6,6.04,4,4.0,1.7,No Holiday,Yes,45.5
2022-02-06,17,Summer,26.4,54.2,24.9,4.71,3,6.6,2.7,No Holiday,Yes,52.8
2022-02-06,18,Autumn,16.4,61.6,14.4,3.3,1,5.2,2.8,No Holiday,Yes,37.4
2022-02-06,19,Winter,24.0,59.1,22.7,4.73,5,6.5,3.5,No Holiday,Yes,53.7
2022-02-06,20,Winter,33.5,59.7,31.7,5.8,1,6.6,0.5,No Holiday,Yes,52.4
2022-02-06,21,Spring,26.9,51.9,25.6,5.01,1,8.3,1.6,No Holiday,Yes,54.6
2022-02-06,22,Spring,22.0,61.3,19.7,3.69,2,4.3,3.2,Holiday,No,44.2
2022-02-06,23,Summer,24.5,60.0,22.1,4.21,5,3.9,0.3,Holiday,No,36.6
2022-02-07,0,Winter,31.2,55.1,30.1,5.12,1,5.9,0.8,No Holiday,Yes,52.7
2022-02-07,1,Spring,29.7,57.4,27.1,4.95,3,7.4,1.4,No Holiday,Yes,51.3
2022-02-07,2,Autumn,25.8,61.4,22.6,4.96,4,5.1,4.0,No Holiday,Yes,52.4
2022-02-07,3,Autumn,25.2,60.9,23.1,3.51,5,7.5,1.0,Holiday,No,46.7
2022-02-07,4,Spring,25.0,52.9,23.4,4.67,2,6.4,3.1,No Holiday,Yes,50.8
2022-02-07,5,Spring,22.4,61.6,19.0,4.09,5,4.6,2.0,No Holiday,Yes,43.3
2022-02-07,6,Winter,35.1,54.2,33.7,5.09,2,6.1,0.9,No Holiday,Yes,52.5
2022-02-07,7,Winter,25.4,57.7,23.4,4.17,4,4.1,4.8,No Holiday,Yes,52.8
2022-02-07,8,Summer,33.1,55.4,31.0,5.2,3,5.5,2.2,No Holiday,Yes,53.6
2022-02-07,9,Winter,34.6,54.0,31.9,3.66,1,2.9,2.4,No Holiday,Yes,48.4
2022-02-07,10,Autumn,32.0,60.2,29.8,4.85,5,4.9,2.5,No Holiday,Yes,53.0
2022-02-07,11,Autumn,24.8,57.2,23.1,4.05,2,7.0,2.5,Holiday,No,46.1
2022-02-07,12,Spring,29.0,51.8,27.5,5.17,4,6.5,4.2,No Holiday,Yes,62.5
2022-02-07,13,Winter,26.9,55.4,25.0,4.29,1,6.2,3.8,No Holiday,Yes,49.2
2022-02-07,14,Summer,22.5,59.0,21.0,4.14,4,5.6,1.1,No Holiday,Yes,45.3
2022-02-07,15,Autumn,28.6,61.3,26.6,5.63,3,5.3,4.0,No Holiday,Yes,52.8
2022-02-07,16,Autumn,21.1,61.1,19.4,4.61,1,2.5,1.3,No Holiday,Yes,40.4
2022-02-07,17,Summer,32.9,51.7,31.7,5.74,1,4.6,2.3,No Holiday,Yes,52.1
2022-02-07,18,Summer,24.7,67.5,22.0,4.22,1,5.4,0.5,No Holiday,Yes,42.8
2022-02-07,19,Autumn,28.0,57.7,26.3,5.07,2,2.8,3.0,No Holiday,Yes,39.8
2022-02-07,20,Autumn,28.4,61.6,27.1,4.72,1,1.5,1.7,No Holiday,Yes,36.0
2022-02-07,21,Summer,25.7,56.7,23.8,4.47,4,7.3,0.9,No Holiday,Yes,48.5
2022-02-07,22,Autumn,29.9,58.2,27.9,5.2,2,5.1,3.2,No Holiday,Yes,56.0
2022-02-07,23,Spring,24.6,61.0,23.5,4.16,1,5.4,3.4,No Holiday,Yes,43.7
2022-02-08,0,Spring,31.4,60.5,29.2,5.88,4,6.1,3.5,No Holiday,Yes,61.1
2022-02-08,1,Summer,20.3,63.1,18.8,3.95,4,3.0,0.5,Holiday,No,39.4
2022-02-08,2,Winter,27.6,60.2,24.8,5.07,5,4.2,3.6,No Holiday,Yes,44.8
2022-02-08,3,Summer,36.7,52.7,34.4,6.4,4,8.0,1.7,No Holiday,Yes,57.3
2022-02-08,4,Summer,22.0,56.1,20.2,4.72,3,4.0,4.1,No Holiday,Yes,41.6
2022-02-08,5,Winter,23.6,59.2,22.0,3.66,1,4.5,2.6,No Holiday,Yes,45.6
2022-02-08,6,Winter,29.6,59.9,27.6,5.18,1,3.7,2.3,Holiday,No,47.2
2022-02-08,7,Winter,27.9,55.7,25.6,5.22,1,3.5,2.0,No Holiday,Yes,44.9
2022-02-08,8,Spring,28.8,60.6,26.8,5.32,4,7.2,2.0,Holiday,No,51.9
2022-02-08,9,Autumn,29.4,62.0,27.6,4.39,4,0.0,1.3,No Holiday,Yes,39.3
2022-02-08,10,Spring,30.2,52.3,28.1,4.69,1,4.1,0.9,Holiday,No,48.8
2022-02-08,11,Autumn,32.5,51.9,30.9,5.75,2,5.5,1.6,No Holiday,Yes,51.6
2022-02-08,12,Spring,29.0,55.7,27.2,4.52,2,8.4,3.2,Holiday,No,55.6
2022-02-08,13,Autumn,25.8,58.5,24.8,4.43,3,2.7,0.6,No Holiday,Yes,42.9
2022-02-08,14,Spring,30.4,53.8,27.9,5.82,5,2.4,3.3,No Holiday,Yes,46.1
2022-02-08,15,Winter,36.5,59.5,34.4,5.63,3,3.3,2.1,No Holiday,Yes,53.6
2022-02-08,16,Summer,26.3,58.8,24.7,4.27,1,6.4,2.8,No Holiday,Yes,50.7
2022-02-08,17,Spring,22.1,58.5,19.2,3.77,1,5.3,2.8,No Holiday,Yes,48.6
2022-02-08,18,Autumn,32.5,49.5,30.5,5.42,1,2.1,2.9,No Holiday,Yes,50.8
2022-02-08,19,Winter,26.4,51.8,24.9,3.97,5,5.2,2.0,No Holiday,Yes,50.7
2022-02-08,20,Spring,16.1,61.3,13.7,3.49,4,8.1,2.1,No Holiday,Yes,43.6
2022-02-08,21,Spring,31.2,47.1,29.0,5.29,5,5.5,2.9,No Holiday,Yes,51.1
2022-02-08,22,Winter,24.3,61.8,22.1,5.08,3,5.3,1.0,No Holiday,Yes,47.3
2022-02-08,23,Spring,26.5,56.4,24.8,4.99,4,5.4,0.8,No Holiday,Yes,46.0
2022-02-09,0,Summer,28.7,69.4,26.4,4.51,4,5.8,1.5,No Holiday,Yes,50.3
2022-02-09,1,Spring,28.0,65.8,26.1,5.38,3,2.5,2.3,No Holiday,Yes,41.9
2022-02-09,2,Summer,30.5,55.1,28.3,4.9,4,4.5,3.9,No Holiday,Yes,56.4
2022-02-09,3,Summer,24.8,57.1,23.8,3.86,2,4.6,2.0,No Holiday,Yes,48.2
2022-02-09,4,Winter,29.6,60.1,27.8,4.87,3,4.0,4.0,No Holiday,Yes,50.4
2022-02-09,5,Spring,25.7,64.1,22.8,5.29,3,6.4,2.5,Holiday,No,48.3
2022-02-09,6,Winter,30.7,49.2,29.1,5.15,2,3.7,1.5,No Holiday,Yes,44.7
2022-02-09,7,Spring,30.1,48.8,28.4,5.01,5,4.3,3.1,No Holiday,Yes,50.2
2022-02-09,8,Spring,22.3,55.8,20.5,5.05,5,2.5,1.8,No Holiday,Yes,39.4
2022-02-09,9,Autumn,32.4,57.6,31.0,4.53,5,5.8,2.3,No Holiday,Yes,51.1
2022-02-09,10,Spring,24.3,59.7,23.4,3.79,4,6.9,0.7,No Holiday,Yes,43.5
2022-02-09,11,Winter,31.0,60.0,29.2,4.3,2,4.3,0.5,No Holiday,Yes,47.4
2022-02-09,12,Summer,28.8,51.6,26.8,5.07,3,6.6,2.6,No Holiday,Yes,55.3
2022-02-09,13,Spring,36.2,44.9,34.2,5.7,3,4.7,3.1,No Holiday,Yes,55.5
2022-02-09,14,Autumn,25.9,60.7,24.0,5.36,3,0.0,3.9,No Holiday,Yes,38.9
2022-02-09,15,Winter,25.3,54.1,23.2,4.65,4,4.9,1.2,No Holiday,Yes,41.1
2022-02-09,16,Spring,26.9,48.9,24.4,4.49,4,4.6,3.5,No Holiday,Yes,46.6
2022-02-09,17,Winter,25.5,57.9,23.6,4.55,5,5.2,3.3,No Holiday,Yes,51.3
2022-02-09,18,Autumn,31.0,58.9,29.3,5.16,4,5.5,1.5,No Holiday,Yes,47.3
2022-02-09,19,Autumn,18.9,58.8,17.1,3.06,5,3.6,3.4,No Holiday,Yes,45.7
2022-02-09,20,Winter,21.7,56.6,19.4,5.53,5,7.9,2.9,Holiday,No,50.8
2022-02-09,21,Spring,21.7,57.9,19.0,4.43,3,4.9,3.1,Holiday,No,39.9
2022-02-09,22,Summer,31.8,54.0,30.1,5.28,4,4.6,4.2,No Holiday,Yes,55.1
2022-02-09,23,Autumn,35.6,48.9,33.5,5.86,5,6.5,3.1,No Holiday,Yes,59.9
2022-02-10,0,Spring,26.5,54.2,24.3,5.0,2,5.0,0.0,No Holiday,Yes,42.7
2022-02-10,1,Spring,26.2,59.2,24.7,4.55,2,10.0,2.3,Holiday,No,60.2
2022-02-10,2,Summer,27.4,58.1,25.3,4.42,4,4.6,0.4,No Holiday,Yes,42.7
2022-02-10,3,Autumn,32.8,55.8,31.5,5.58,3,5.7,2.2,No Holiday,Yes,55.6
2022-02-10,4,Autumn,22.4,54.3,21.2,4.43,3,3.5,2.1,No Holiday,Yes,40.6
2022-02-10,5,Spring,28.2,55.8,26.0,4.41,5,6.7,1.4,No Holiday,Yes,50.1
2022-02-10,6,Spring,31.9,46.7,30.1,5.9,4,5.6,1.0,No Holiday,Yes,54.6
2022-02-10,7,Summer,29.5,56.9,27.4,5.1,2,4.3,1.5,Holiday,No,50.2
2022-02-10,8,Summer,27.9,62.3,26.0,5.16,5,3.3,1.7,Holiday,No,41.2
2022-02-10,9,Autumn,32.0,49.5,30.5,5.9,5,2.4,1.9,No Holiday,Yes,46.8
2022-02-10,10,Winter,13.5,58.6,11.5,3.36,1,5.8,2.1,Holiday,No,44.2
2022-02-10,11,Autumn,30.4,57.2,29.0,5.2,4,2.2,2.6,No Holiday,Yes,49.6
2022-02-10,12,Spring,23.7,62.9,21.0,4.78,5,7.6,1.7,No Holiday,Yes,47.2
2022-02-10,13,Autumn,17.8,57.9,16.5,3.42,2,2.5,3.3,Holiday,No,41.8
2022-02-10,14,Winter,29.6,53.4,27.7,4.98,1,4.6,2.0,No Holiday,Yes,51.3
2022-02-10,15,Summer,33.9,47.0,32.4,5.45,2,3.2,2.9,Holiday,No,47.2
2022-02-10,16,Winter,26.3,57.5,24.0,4.15,3,5.1,1.7,No Holiday,Yes,47.2
2022-02-10,17,Winter,31.8,63.6,29.9,6.34,1,5.1,4.7,No Holiday,Yes,57.2
2022-02-10,18,Winter,35.1,55.6,33.3,4.8,1,5.9,2.5,Holiday,No,53.1
2022-02-10,19,Summer,33.6,54.8,31.1,4.71,5,1.9,3.6,No Holiday,Yes,51.1
2022-02-10,20,Winter,35.2,55.7,33.2,6.18,3,3.5,1.3,No Holiday,Yes,57.1
2022-02-10,21,Winter,30.7,55.7,28.5,5.43,5,6.9,1.6,Holiday,No,57.7
2022-02-10,22,Winter,27.4,53.5,25.9,4.22,4,6.3,1.7,No Holiday,Yes,50.3
2022-02-10,23,Spring,19.0,62.6,17.7,4.2,2,0.0,4.5,No Holiday,Yes,34.2
2022-02-11,0,Winter,25.8,58.2,23.7,5.31,2,5.8,1.8,Holiday,No,48.7
2022-02-11,1,Summer,22.8,58.2,20.9,4.26,5,2.9,1.2,Holiday,No,35.8
2022-02-11,2,Winter,37.9,49.7,35.5,7.08,2,3.8,3.3,No Holiday,Yes,53.9
2022-02-11,3,Winter,26.1,62.4,24.2,3.75,2,4.5,2.1,No Holiday,Yes,40.3
2022-02-11,4,Summer,27.6,59.4,25.5,5.11,4,8.1,1.8,No Holiday,Yes,55.3
2022-02-11,5,Winter,29.8,53.9,28.6,5.56,3,2.9,1.4,No Holiday,Yes,43.4
2022-02-11,6,Summer,27.2,60.8,24.3,5.17,1,2.2,2.5,No Holiday,Yes,44.8
2022-02-11,7,Winter,35.5,52.4,33.6,5.45,5,5.9,3.1,No Holiday,Yes,57.8
2022-02-11,8,Summer,23.9,54.7,21.5,4.24,5,4.9,2.8,No Holiday,Yes,42.9
2022-02-11,9,Winter,28.0,53.6,26.4,5.02,4,7.4,1.5,No Holiday,Yes,52.8
2022-02-11,10,Winter,23.3,50.9,21.1,4.74,4,4.3,1.0,Holiday,No,39.1
2022-02-11,11,Spring,20.4,60.8,19.1,4.34,1,7.4,0.0,No Holiday,Yes,49.2
2022-02-11,12,Spring,23.9,50.5,21.7,4.91,3,5.0,1.1,No Holiday,Yes,40.8
2022-02-11,13,Winter,26.8,52.0,25.0,4.17,5,6.1,1.6,No Holiday,Yes,47.2
2022-02-11,14,Winter,24.9,49.2,22.8,4.37,4,8.2,1.9,No Holiday,Yes,48.7
2022-02-11,15,Autumn,23.5,57.6,21.2,3.88,5,4.7,1.7,No Holiday,Yes,40.3
2022-02-11,16,Summer,20.0,58.4,18.6,3.8,2,7.1,4.8,No Holiday,Yes,50.4
2022-02-11,17,Autumn,26.6,55.7,24.9,5.17,5,3.8,2.5,No Holiday,Yes,41.6
2022-02-11,18,Spring,19.5,55.0,17.2,4.0,3,5.5,0.8,No Holiday,Yes,39.8
2022-02-11,19,Spring,30.8,51.1,27.8,6.38,3,2.1,2.7,Holiday,No,46.7
2022-02-11,20,Spring,27.4,58.6,25.5,4.84,5,4.0,2.4,No Holiday,Yes,45.2
2022-02-11,21,Spring,19.7,56.9,17.4,4.0,2,2.9,1.0,No Holiday,Yes,29.2
2022-02-11,22,Winter,25.5,58.6,23.5,4.6,3,7.4,2.3,No Holiday,Yes,55.6
2022-02-11,23,Spring,23.2,54.5,20.3,4.01,4,8.5,2.5,No Holiday,Yes,52.9
2022-02-12,0,Winter,28.6,57.1,27.5,4.83,5,4.3,3.0,No Holiday,Yes,49.7
2022-02-12,1,Winter,33.7,60.1,31.7,5.93,2,3.5,0.2,Holiday,No,46.5
2022-02-12,2,Spring,17.6,62.1,16.4,3.82,4,2.4,2.6,No Holiday,Yes,38.4
2022-02-12,3,Spring,27.6,55.1,26.8,4.36,5,5.5,3.4,No Holiday,Yes,53.8
2022-02-12,4,Summer,26.2,58.2,24.1,4.16,2,3.8,3.9,No Holiday,Yes,50.4
2022-02-12,5,Autumn,30.4,54.9,28.3,4.81,4,3.9,0.8,No Holiday,Yes,46.8
2022-02-12,6,Spring,28.1,56.6,26.2,4.84,3,8.3,1.9,No Holiday,Yes,50.5
2022-02-12,7,Summer,23.2,56.7,21.3,4.92,5,4.4,2.0,No Holiday,Yes,44.4
2022-02-12,8,Summer,25.4,56.7,21.9,3.87,5,6.2,2.7,No Holiday,Yes,50.3
2022-02-12,9,Autumn,23.0,58.9,21.1,4.14,3,5.1,1.8,No Holiday,Yes,42.7
2022-02-12,10,Winter,32.4,51.3,30.1,5.31,1,2.3,1.3,No Holiday,Yes,42.6
2022-02-12,11,Spring,27.1,52.8,25.4,3.79,4,1.3,2.2,No Holiday,Yes,41.9
2022-02-12,12,Autumn,36.5,48.5,34.4,5.23,3,6.0,1.7,No Holiday,Yes,55.8
2022-02-12,13,Spring,26.7,50.6,24.8,4.33,5,8.4,2.6,No Holiday,Yes,53.4
2022-02-12,14,Summer,23.5,53.1,21.7,3.95,4,5.6,1.2,No Holiday,Yes,49.5
2022-02-12,15,Summer,19.4,59.8,16.5,4.04,4,6.2,1.0,No Holiday,Yes,44.5
2022-02-12,16,Winter,18.0,56.0,15.4,3.72,1,3.2,3.3,No Holiday,Yes,39.8
2022-02-12,17,Summer,19.1,61.3,17.0,3.63,5,7.0,4.3,No Holiday,Yes,52.5
2022-02-12,18,Summer,28.3,56.6,27.5,5.05,2,7.0,3.8,Holiday,No,56.2
2022-02-12,19,Autumn,29.5,48.3,27.7,5.82,1,3.6,1.9,No Holiday,Yes,44.0
2022-02-12,20,Spring,19.1,61.9,15.7,4.73,1,6.1,3.1,Holiday,No,44.0
2022-02-12,21,Spring,31.5,58.8,29.6,4.19,2,1.5,1.3,No Holiday,Yes,45.2
2022-02-12,22,Autumn,24.6,53.6,22.0,4.75,2,6.4,2.5,No Holiday,Yes,50.9
2022-02-12,23,Winter,27.7,58.4,25.0,4.68,1,3.9,1.4,No Holiday,Yes,46.3
2022-02-13,0,Spring,35.1,51.1,33.0,5.58,4,2.5,3.3,No Holiday,Yes,47.2
2022-02-13,1,Summer,31.5,55.9,29.9,4.95,3,5.8,3.1,Holiday,No,56.7
2022-02-13,2,Spring,25.7,52.2,24.9,4.62,3,1.5,4.1,No Holiday,Yes,42.0
2022-02-13,3,Summer,22.5,51.1,20.2,4.33,1,5.7,1.8,No Holiday,Yes,46.4
2022-02-13,4,Winter,16.2,58.6,14.6,3.33,4,2.7,3.6,No Holiday,Yes,34.3
2022-02-13,5,Autumn,23.4,57.5,21.3,3.89,2,2.3,2.5,No Holiday,Yes,45.9
2022-02-13,6,Spring,25.9,55.6,24.6,4.37,1,5.1,2.1,No Holiday,Yes,47.6
2022-02-13,7,Autumn,22.1,53.6,20.2,4.32,5,4.7,2.3,No Holiday,Yes,41.9
2022-02-13,8,Spring,26.3,55.5,24.3,4.93,4,7.9,3.7,No Holiday,Yes,57.2
2022-02-13,9,Summer,27.4,57.9,25.2,5.17,5,2.4,1.9,No Holiday,Yes,45.0
2022-02-13,10,Autumn,25.9,57.1,24.4,4.34,5,7.8,1.9,No Holiday,Yes,53.8
2022-02-13,11,Spring,23.7,58.6,21.2,4.52,1,2.7,0.0,Holiday,No,34.4
2022-02-13,12,Summer,27.8,54.0,26.1,5.27,4,6.8,1.9,No Holiday,Yes,54.9
2022-02-13,13,Autumn,29.2,60.9,28.0,5.5,5,7.2,2.3,No Holiday,Yes,53.2
2022-02-13,14,Autumn,21.5,53.8,19.6,4.13,4,5.6,1.2,Holiday,No,43.0
2022-02-13,15,Spring,34.1,56.7,32.0,5.3,3,3.4,1.0,No Holiday,Yes,41.8
2022-02-13,16,Spring,26.5,61.8,24.4,4.75,5,2.0,0.1,No Holiday,Yes,37.0
2022-02-13,17,Spring,27.1,58.8,24.4,4.13,5,1.1,1.4,No Holiday,Yes,37.5
2022-02-13,18,Summer,30.5,55.0,28.7,4.96,4,8.7,3.4,No Holiday,Yes,61.1
