Unnamed: 0,age,gender,study_hours,attendance,extracurricular,parental_education,region,score
3766,16,female,1.1,63,no,high school,north,5.6
2579,17,female,4.7,97,no,high school,south,10.1
2067,18,male,1.6,68,no,high school,east,5.78
2520,17,female,0.6,58,no,high school,north,3.89
643,15,female,0.5,92,no,high school,south,3.14
3662,15,female,0.3,62,no,bachelor,south,0.56
1735,16,male,1.0,80,no,high school,north,3.64
3024,16,female,1.0,58,no,none,south,0.0
1384,18,female,1.0,91,no,none,south,0.0
1648,17,male,3.1,98,yes,high school,east,14.7
2910,15,female,0.4,96,yes,high school,west,27.6
2034,18,male,1.7,59,no,high school,south,0.0
2489,16,male,3.3,88,yes,bachelor,south,14.67
1618,18,male,3.7,68,no,high school,west,25.91
2620,17,female,2.4,81,no,high school,east,9.57
2108,16,female,4.9,64,no,high school,south,12.21
1378,15,male,2.9,93,no,master,south,16.62
33,15,female,1.5,82,yes,high school,east,10.96
3991,16,female,2.0,85,no,high school,east,16.93
2371,15,female,3.5,69,yes,bachelor,west,7.25
375,15,female,2.1,95,yes,high school,east,9.9
2309,15,male,3.7,98,no,high school,east,11.3
4193,16,female,2.4,98,no,high school,east,13.95
1468,15,male,3.2,86,yes,none,south,5.11
1207,16,female,2.9,58,no,none,east,3.17
2098,16,female,2.7,93,yes,master,south,6.68
3080,15,male,4.1,56,yes,none,south,14.29
1719,15,female,0.8,80,no,bachelor,west,8.33
927,18,female,0.6,58,no,master,south,9.53
1574,16,male,1.7,92,no,high school,east,8.61
1984,16,male,6.2,89,yes,high school,west,64.2
216,16,female,2.3,94,no,high school,south,27.68
2525,16,female,2.1,97,yes,high school,east,5.66
481,18,male,0.7,56,no,high school,south,0.0
3826,17,female,1.8,59,yes,bachelor,east,31.08
848,16,male,3.1,94,no,none,south,12.34
3799,15,female,0.8,97,no,high school,south,0.0
2359,18,female,3.7,81,no,master,east,19.17
2754,17,male,0.6,84,no,high school,south,2.43
859,17,female,2.2,88,no,high school,south,0.0
3509,16,male,1.0,85,yes,high school,east,0.0
1243,16,male,9.9,53,yes,high school,south,21.33
1880,15,male,0.4,90,no,none,south,0.0
824,16,female,1.4,80,no,high school,east,6.62
2965,15,female,6.3,98,no,bachelor,north,35.69
78,15,male,1.3,58,no,bachelor,south,5.66
515,18,male,0.7,98,no,high school,east,4.51
249,18,male,0.8,66,no,high school,south,4.33
591,17,male,0.6,86,yes,high school,west,6.93
4188,18,male,1.8,95,no,none,west,0.0
1734,17,female,0.4,91,no,master,south,3.74
3751,15,male,1.9,69,yes,none,south,0.0
3094,18,female,3.6,81,yes,none,east,42.04
3964,16,female,2.5,99,yes,none,south,2.45
186,17,female,3.4,91,yes,high school,south,4.79
4003,18,female,1.6,59,yes,none,east,13.26
831,18,male,1.1,99,yes,bachelor,east,12.55
275,15,male,0.7,68,no,none,east,0.0
1697,16,male,1.4,95,no,none,south,0.0
2789,15,female,0.2,67,no,bachelor,east,0.0
358,15,male,3.2,84,yes,master,south,15.75
1759,15,female,0.5,95,no,none,south,0.0
2285,16,female,3.9,58,yes,none,south,16.15
3923,16,female,1.0,94,yes,high school,south,26.35
4045,15,female,1.0,97,yes,none,north,0.03
3734,17,female,1.6,85,yes,none,south,0.0
4044,18,female,4.3,91,yes,none,south,6.23
4146,18,female,2.4,92,yes,none,east,0.0
2569,17,male,1.4,51,yes,bachelor,north,12.79
1238,16,female,0.3,90,no,high school,north,7.0
1465,18,female,1.9,86,no,high school,north,26.71
1870,17,female,0.2,54,yes,bachelor,north,38.53
3618,17,female,4.9,95,no,master,south,25.77
2942,16,female,1.5,51,yes,bachelor,east,2.68
1178,15,female,7.9,52,no,master,east,80.59
2962,16,male,0.4,95,yes,high school,north,5.48
1639,18,male,5.3,98,no,high school,west,14.11
4038,17,male,2.9,88,yes,none,south,3.16
96,15,male,1.9,54,yes,high school,south,9.08
4133,16,male,0.3,64,yes,high school,south,0.0
3588,15,male,1.3,97,no,bachelor,south,16.63
3490,17,male,5.0,99,yes,none,east,15.13
3891,18,male,1.1,82,no,high school,west,7.64
1940,16,male,1.0,96,yes,master,east,15.24
3606,17,female,1.5,98,no,high school,north,8.53
984,15,female,0.9,86,no,none,north,0.99
3885,18,female,1.3,61,yes,none,east,0.0
4106,15,female,4.9,98,no,none,east,13.45
42,15,female,2.7,90,no,bachelor,south,4.9
3126,17,female,3.0,51,no,high school,east,38.98
2054,18,female,0.1,99,no,none,south,0.0
3451,16,male,4.8,56,yes,bachelor,east,14.04
2805,18,female,0.9,50,yes,high school,north,16.54
1641,16,female,5.0,93,yes,high school,south,12.51
3563,18,male,1.2,91,no,bachelor,west,4.14
385,15,male,0.3,85,no,high school,south,0.0
1668,15,male,0.2,96,no,none,north,0.83
2470,15,male,1.4,66,no,none,south,0.0
3101,18,male,1.0,94,yes,master,west,6.63
2187,17,female,1.9,62,no,high school,east,23.83
261,18,male,0.6,81,no,bachelor,south,0.0
210,18,female,2.0,58,no,high school,south,0.0
3482,15,female,1.3,95,yes,high school,east,4.01
930,18,male,4.8,84,no,bachelor,north,29.89
3540,18,male,0.7,68,no,none,east,0.0
2172,15,female,1.7,82,yes,none,west,4.72
2873,18,male,1.4,86,yes,none,south,4.43
1199,17,male,1.8,64,no,none,north,0.0
3100,16,male,0.7,54,no,none,east,0.0
3530,17,male,2.8,95,no,high school,west,29.61
1167,15,male,4.3,64,yes,bachelor,east,16.72
2019,17,female,4.1,96,no,bachelor,east,24.41
1098,18,female,3.7,83,yes,none,north,6.09
2962,16,male,0.4,95,yes,high school,north,5.48
2455,16,female,1.0,83,yes,none,south,0.0
29,18,male,1.8,86,no,bachelor,north,22.93
1411,18,male,1.8,53,yes,bachelor,east,10.13
850,16,male,1.4,89,no,high school,east,4.91
2306,17,male,0.6,82,yes,high school,north,1.71
374,16,male,4.7,82,yes,high school,east,9.92
2807,18,female,1.7,93,no,bachelor,south,5.0
2028,18,male,4.1,52,yes,bachelor,east,25.31
3066,17,male,7.0,90,yes,none,south,26.1
2090,15,female,1.5,90,yes,high school,east,13.21
3156,15,female,0.2,58,no,none,south,0.0
156,18,female,8.2,65,no,high school,north,56.52
327,16,female,3.8,56,no,none,east,10.46
2685,15,male,0.4,91,no,high school,east,6.75
2343,16,male,2.4,64,yes,none,south,0.0
2550,17,female,0.4,86,no,none,east,6.84
135,15,female,3.3,92,no,none,east,2.2
3888,15,male,9.4,63,yes,bachelor,south,20.2
123,15,female,0.1,94,no,high school,north,7.7
1640,16,female,4.3,67,yes,none,south,0.94
2716,17,male,1.0,96,yes,high school,east,3.07
2646,15,male,1.6,84,no,bachelor,south,17.7
932,18,female,4.6,95,no,high school,east,8.99
1544,18,female,1.8,56,yes,none,south,0.0
3368,18,male,1.5,84,no,none,east,2.59
856,16,male,2.5,68,yes,none,east,1.33
720,16,female,4.2,89,no,none,north,0.0
3495,16,female,0.8,84,no,high school,south,0.0
2395,18,male,1.1,65,no,high school,south,0.0
14,15,female,0.2,80,yes,none,west,0.0
1387,18,male,4.4,51,no,bachelor,east,11.59
96,15,male,1.9,54,yes,high school,south,9.08
3358,18,female,0.3,84,no,bachelor,west,3.22
1877,16,male,0.2,90,no,bachelor,south,16.55
2768,15,female,0.2,54,no,master,south,0.0
396,16,female,0.9,99,yes,high school,south,8.22
2736,16,female,4.4,62,yes,high school,south,28.09
4182,15,female,0.3,66,yes,none,south,0.0
3167,16,male,3.9,56,no,bachelor,south,26.84
2330,15,female,8.9,83,no,high school,north,51.97
1988,18,female,4.3,83,yes,high school,south,11.43
2306,17,male,0.6,82,yes,high school,north,1.71
1003,16,female,2.4,93,yes,high school,west,11.83
3831,17,female,0.7,80,no,none,west,0.0
3315,16,female,5.9,95,yes,bachelor,west,23.88
3893,18,male,1.2,99,no,none,north,0.0
256,18,female,3.0,63,no,master,south,56.5
2686,17,male,1.5,90,yes,none,east,9.29
1932,15,male,0.9,89,no,none,east,3.23
3822,18,female,1.2,61,no,none,east,0.02
2936,16,male,0.3,91,yes,high school,south,0.0
2808,18,male,4.5,80,no,none,south,0.0
4097,17,male,3.8,63,no,high school,north,3.11
4180,15,male,0.3,96,yes,none,south,0.0
1979,16,male,0.6,98,no,none,south,0.0
856,16,male,2.5,68,yes,none,east,1.33
2360,17,male,4.3,83,no,bachelor,north,16.87
536,15,male,1.0,84,yes,high school,east,22.72
2312,16,female,1.8,86,no,none,south,0.0
513,18,female,8.3,58,no,none,south,35.1
812,16,female,1.9,85,no,master,south,4.42
3827,17,male,0.3,59,no,none,south,0.0
3436,16,female,1.0,87,no,high school,south,1.47
1033,15,female,4.5,60,no,none,south,0.0
4123,16,male,2.4,93,no,none,west,0.0
2690,16,female,1.8,96,yes,bachelor,east,18.46
2254,18,female,9.5,82,yes,none,south,25.86
1146,16,male,0.7,59,no,high school,south,0.0
856,16,male,2.5,68,yes,none,east,1.33
2024,15,female,1.5,89,yes,bachelor,south,10.27
3424,16,male,0.6,84,no,none,south,0.0
255,17,female,0.1,87,no,high school,west,4.08
1287,16,male,8.3,87,yes,high school,east,25.63
4045,15,female,1.0,97,yes,none,north,0.03
1020,15,male,0.3,64,no,none,west,0.0
635,16,male,1.1,61,yes,bachelor,north,13.61
2091,15,female,1.9,83,yes,bachelor,south,0.02
2786,16,female,1.1,92,yes,none,east,0.0
4132,15,female,4.7,89,no,none,east,27.43
2267,15,male,2.7,98,yes,none,east,10.34
2850,18,female,0.1,91,no,high school,east,4.38
338,17,male,0.7,62,no,high school,west,13.88
1038,17,female,1.7,80,no,high school,west,10.69
1091,16,male,9.4,97,no,high school,west,25.83
1311,16,female,1.7,55,no,none,south,0.0
3518,18,male,1.0,61,no,none,east,0.0
4130,17,male,1.1,94,yes,high school,north,16.85
1530,15,male,2.3,86,yes,none,east,0.87
37,15,male,3.2,54,yes,none,east,0.0
2240,17,male,2.0,58,no,bachelor,west,9.15
2112,15,male,1.7,58,no,high school,east,0.2
252,18,female,4.5,86,no,high school,east,12.62
2786,16,female,1.1,92,yes,none,east,0.0
1228,16,female,1.8,90,no,high school,north,13.79
1794,16,male,0.8,61,no,high school,south,0.7
2982,17,female,0.9,94,no,none,north,0.0
3145,17,female,1.4,90,yes,high school,east,3.89
4231,16,female,0.7,93,yes,high school,south,1.17
2731,18,male,0.3,64,no,high school,east,6.45
3253,15,female,1.1,83,no,bachelor,east,13.96
3931,15,female,0.6,87,no,none,south,0.0
466,16,male,0.9,56,no,none,west,0.0
856,16,male,2.5,68,yes,none,east,1.33
2094,16,female,0.3,62,no,bachelor,east,9.57
3837,16,female,7.8,82,yes,bachelor,south,28.96
2521,18,male,3.8,89,yes,bachelor,south,29.88
1234,15,male,5.6,87,no,none,south,8.55
2980,15,male,4.5,59,no,bachelor,north,18.68
3950,15,male,1.1,95,yes,none,south,0.0
1567,18,male,3.0,87,yes,high school,east,16.17
1472,16,female,6.3,57,no,none,west,8.16
2995,15,male,6.8,54,yes,bachelor,south,16.56
375,15,female,2.1,95,yes,high school,east,9.9
791,18,female,3.3,57,no,high school,east,1.82
3511,16,female,1.7,99,no,none,south,9.51
1463,16,female,2.3,88,no,bachelor,east,20.65
3314,15,male,1.7,87,yes,high school,south,5.92
3378,17,female,4.6,90,no,none,west,10.94
2608,16,female,2.1,61,yes,master,south,16.26
2147,15,female,0.3,84,no,none,north,0.0
3298,18,male,9.4,82,no,master,south,34.11
3603,17,female,0.4,86,yes,master,north,19.27
1357,16,male,1.0,62,yes,high school,south,12.25
577,15,female,7.7,50,no,none,south,16.44
273,17,male,1.0,95,yes,master,east,24.85
1731,17,female,1.1,88,no,none,south,0.13
2683,16,female,4.3,54,no,master,north,11.14
2107,17,female,1.6,93,yes,high school,east,14.93
3899,16,female,4.0,98,yes,none,south,7.18
1426,16,male,2.0,61,no,high school,west,0.0
3323,17,male,1.9,88,no,none,south,2.25
1698,18,male,3.1,51,yes,none,south,0.0
953,16,male,8.4,55,yes,bachelor,south,18.03
2774,15,male,0.9,88,no,none,east,0.0
1625,16,female,1.4,92,no,high school,south,3.32
2200,18,male,1.9,91,no,high school,west,11.32
2776,18,male,0.7,88,no,bachelor,east,8.97
1170,15,male,1.7,94,no,high school,west,4.49
2281,18,male,2.4,92,no,none,south,0.0
34,16,male,0.2,80,no,none,south,0.0
1446,18,female,3.9,51,no,high school,north,11.65
1385,18,female,2.7,58,yes,none,north,12.63
3720,16,female,1.8,82,no,bachelor,north,15.12
494,16,male,2.1,54,yes,none,north,3.27
2352,18,male,4.9,55,yes,none,south,5.95
358,15,male,3.2,84,yes,master,south,15.75
3154,15,male,4.9,82,yes,high school,east,19.88
1046,18,male,1.3,53,no,high school,east,7.76
4048,15,male,1.2,51,yes,none,north,1.91
3499,15,female,0.9,97,yes,none,south,0.0
741,18,male,1.5,63,no,high school,south,0.0
37,15,male,3.2,54,yes,none,east,0.0
1813,17,female,1.8,56,no,none,east,8.74
3020,15,female,5.6,82,yes,high school,south,41.73
2755,16,female,2.9,64,no,none,east,0.77
2305,16,male,1.7,85,no,none,south,0.0
893,16,female,6.0,90,no,high school,south,10.32
233,16,male,4.3,96,no,bachelor,north,20.87
4178,17,male,8.9,96,no,none,north,25.54
3077,15,male,1.4,99,yes,high school,north,37.81
2062,16,male,4.3,99,no,high school,south,13.79
4136,16,female,7.0,87,no,none,south,9.82
2820,15,female,1.8,80,no,high school,south,4.34
1848,18,female,0.6,87,yes,bachelor,south,8.61
317,16,male,1.2,61,yes,master,south,16.25
3677,18,female,6.9,89,yes,high school,east,59.89
3879,16,female,0.4,95,yes,none,south,6.28
2498,15,female,0.6,87,no,high school,south,1.56
589,18,male,2.1,81,yes,high school,south,30.58
1116,15,female,1.0,81,no,high school,east,20.23
1069,17,female,1.9,53,no,none,west,1.03
3411,16,male,0.1,82,no,high school,east,1.76
2118,16,female,1.8,90,no,bachelor,west,25.55
1241,18,male,6.8,58,no,none,west,11.12
3889,15,male,1.3,82,yes,none,south,0.0
3997,17,male,4.7,62,yes,master,south,12.35
3127,18,male,0.2,51,yes,high school,east,4.74
3311,17,male,3.7,50,yes,high school,north,10.65
2809,16,male,3.1,83,yes,none,east,4.43
4076,18,male,2.5,63,no,high school,south,0.0
1632,15,female,0.3,53,yes,none,east,0.0
657,15,male,2.3,96,yes,high school,south,22.52
1130,18,female,3.7,54,no,bachelor,south,27.62
287,17,male,0.7,57,no,high school,east,11.66
1240,18,male,4.5,89,yes,bachelor,east,53.4
3982,17,male,1.5,85,yes,high school,west,9.67
2223,16,female,2.4,66,no,none,east,0.0
4163,15,male,1.2,96,yes,none,west,16.64
524,17,male,1.8,68,no,none,east,0.0
3197,17,female,0.5,96,no,master,west,6.21
388,17,female,0.7,88,yes,high school,south,0.0
3177,16,female,3.1,69,no,none,east,5.3
3165,15,male,7.7,85,yes,master,north,93.38
3998,16,male,9.8,85,no,high school,east,31.0
3189,16,female,1.1,98,yes,high school,west,0.0
1086,15,female,0.8,82,no,high school,south,8.13
1928,15,female,0.3,61,no,none,south,0.0
1528,16,male,3.6,96,yes,none,east,10.18
3134,16,male,4.5,90,no,high school,east,6.8
1210,18,female,2.7,67,yes,master,west,23.2
1991,16,male,1.9,62,yes,bachelor,south,21.21
325,15,male,1.7,95,yes,high school,south,8.47
3048,15,female,1.6,80,no,master,south,11.38
1133,15,female,1.1,64,no,high school,south,0.0
2708,15,female,7.2,68,no,none,east,4.12
991,18,female,4.2,93,no,none,south,11.51
919,15,male,0.9,53,yes,none,south,0.0
755,15,female,1.9,51,yes,bachelor,south,16.12
4074,17,male,1.9,59,yes,none,south,0.11
920,17,male,1.7,66,yes,high school,south,0.0
3580,18,male,1.7,97,no,high school,east,2.77
993,15,female,4.8,97,no,high school,east,17.81
4215,17,male,2.9,90,no,high school,south,12.03
2544,18,female,0.7,91,no,master,north,18.23
2292,16,female,0.6,97,yes,none,south,0.0
2998,15,male,1.1,54,yes,master,north,47.74
3850,17,male,1.2,91,yes,none,south,0.0
1619,15,female,0.1,87,yes,none,south,21.2
3310,17,male,6.9,69,yes,high school,east,16.14
1404,15,female,4.4,97,no,none,south,6.15
777,15,male,9.8,69,no,high school,east,31.34
170,15,male,3.1,69,yes,none,south,0.42
3597,17,female,4.8,91,yes,none,south,1.77
4141,15,male,3.4,64,yes,none,east,3.97
349,15,male,9.6,60,no,high school,north,27.65
740,18,male,0.7,83,no,bachelor,south,0.0
1340,18,male,4.3,61,no,high school,south,10.87
2610,16,male,2.3,62,no,bachelor,south,3.92
3861,17,female,2.2,93,no,high school,south,5.77
3047,17,female,3.1,65,no,none,south,0.0
2342,17,male,2.6,98,yes,high school,east,19.45
3329,17,female,1.6,58,yes,none,west,0.0
2684,18,male,2.1,67,yes,high school,north,10.7
3826,17,female,1.8,59,yes,bachelor,east,31.08
1327,16,female,1.4,83,no,high school,east,0.0
1959,15,female,3.9,52,yes,none,south,0.0
1559,17,female,0.6,98,no,high school,south,10.44
2547,18,male,0.2,62,no,bachelor,south,1.04
1030,18,female,2.3,60,no,high school,south,0.38
2177,16,male,0.8,52,yes,master,east,43.25
583,16,female,3.9,98,yes,high school,south,7.11
787,15,female,0.8,94,no,master,south,20.6
2926,15,female,2.1,62,no,none,north,6.19
3124,16,male,1.7,95,yes,none,south,0.0
570,17,male,1.7,88,yes,high school,north,16.5
1026,15,female,2.3,84,yes,high school,south,5.02
387,15,female,8.3,86,yes,none,north,62.59
471,17,female,2.0,58,no,high school,south,0.0
1101,15,female,0.5,99,yes,none,east,0.45
1072,18,female,2.5,87,no,high school,north,38.67
2484,16,male,0.9,99,no,high school,south,0.22
971,17,female,1.2,97,no,high school,north,29.69
1263,18,male,1.4,58,no,high school,east,6.74
1080,15,female,2.5,91,no,bachelor,east,50.67
3512,15,female,0.9,84,no,none,east,0.0
2913,17,female,1.5,85,yes,bachelor,south,10.26
2386,18,male,1.1,87,yes,high school,east,14.57
2568,18,female,2.0,92,yes,none,east,5.04
2285,16,female,3.9,58,yes,none,south,16.15
2693,15,female,0.5,85,no,high school,north,0.0
3444,16,female,2.0,86,yes,high school,south,0.0
1891,15,female,0.6,62,yes,none,south,0.0
1851,15,female,8.2,83,yes,none,south,43.71
2345,15,female,1.8,98,no,high school,south,18.51
2028,18,male,4.1,52,yes,bachelor,east,25.31
3043,17,male,1.9,87,yes,high school,east,14.55
3855,15,female,0.5,68,yes,bachelor,south,3.81
1695,16,female,2.7,54,no,none,north,0.0
795,15,female,0.9,61,no,bachelor,south,0.0
3140,15,male,1.4,98,no,high school,south,11.76
2931,18,female,6.7,50,no,master,south,13.95
1677,17,female,4.7,91,yes,none,south,14.46
1924,15,male,1.9,83,yes,bachelor,west,0.0
3397,18,male,1.6,86,no,none,north,10.02
3075,17,male,1.0,96,no,bachelor,west,3.48
947,18,male,5.1,66,no,none,south,0.0
109,15,male,1.5,99,yes,bachelor,south,12.64
1201,17,female,6.9,50,no,none,east,11.69
3333,15,female,1.9,94,no,none,south,6.78
1872,18,male,3.0,65,yes,master,east,15.31
1904,18,female,0.3,93,yes,high school,east,6.45
4095,15,female,3.2,81,yes,none,north,10.41
423,15,female,1.5,82,no,bachelor,north,33.41
2645,18,female,1.5,93,no,high school,south,4.95
3683,18,male,1.2,56,no,none,south,0.0
150,16,male,5.7,89,no,bachelor,east,25.83
311,17,female,1.7,82,yes,master,east,20.4
1344,18,male,0.4,61,no,high school,north,8.74
2864,17,male,2.7,88,no,high school,east,17.63
222,15,female,1.2,81,no,high school,south,12.7
2322,18,female,3.3,55,yes,high school,east,6.34
1395,17,female,1.7,63,no,none,south,0.0
1105,18,female,4.3,89,yes,none,west,0.0
3775,17,female,1.5,90,yes,none,north,14.16
1632,15,female,0.3,53,yes,none,east,0.0
310,18,female,1.8,94,no,none,south,0.0
894,17,female,0.6,81,yes,none,east,0.19
3946,17,female,0.5,92,no,none,south,0.0
1231,18,female,1.5,90,no,high school,south,6.18
1881,17,female,3.7,53,no,high school,south,5.28
1714,18,female,1.5,51,no,high school,south,2.59
760,18,male,4.2,53,yes,none,north,1.1
3790,18,female,1.5,94,yes,none,south,0.0
3276,15,male,9.2,82,no,bachelor,north,35.21
147,15,male,2.7,87,yes,high school,west,6.25
2438,17,female,2.0,56,no,high school,west,4.05
3281,18,female,1.2,89,yes,none,east,6.46
1921,15,male,0.6,51,no,high school,north,0.0
1401,16,male,4.7,81,no,none,east,22.05
3145,17,female,1.4,90,yes,high school,east,3.89
3439,18,female,4.1,92,no,bachelor,south,7.46
574,15,female,4.6,96,no,high school,south,35.62
3206,17,female,5.6,94,no,high school,north,22.05
53,17,male,1.6,85,no,bachelor,south,0.0
3316,17,female,4.8,96,no,none,south,5.12
3697,16,male,2.0,87,no,high school,south,10.09
3865,17,male,1.2,99,yes,none,east,3.55
976,16,male,4.3,92,yes,none,north,24.28
2571,16,male,0.3,61,yes,none,east,0.0
1552,18,male,1.7,94,no,bachelor,east,10.12
687,16,male,0.6,90,yes,none,south,6.25
4218,15,male,1.3,67,no,none,east,0.0
1705,16,male,1.9,98,no,bachelor,south,13.13
1036,16,female,3.8,60,yes,bachelor,south,13.4
1770,16,female,1.2,54,yes,bachelor,east,10.52
4046,18,female,1.5,84,no,none,south,0.0
138,15,female,0.3,67,yes,bachelor,south,0.0
1597,17,male,1.2,91,yes,none,south,0.0
4010,16,female,2.3,60,no,none,west,5.63
3872,15,female,0.6,81,no,none,west,0.0
2838,15,male,0.6,54,yes,high school,east,1.6
2556,18,female,1.7,95,no,master,west,11.51
1317,16,female,1.2,83,no,none,south,0.0
1606,15,male,1.1,54,no,none,north,3.22
3247,18,female,0.7,86,no,master,south,6.96
4186,16,male,1.7,94,yes,master,west,39.82
1837,15,male,0.4,69,yes,high school,south,2.68
3419,18,male,1.6,91,no,high school,north,8.83
3616,15,male,1.0,88,yes,high school,east,17.53
2709,15,male,1.8,54,yes,none,east,4.68
2203,16,female,3.7,59,no,bachelor,south,4.67
391,17,female,2.0,86,yes,master,east,47.63
2310,18,male,1.9,81,yes,bachelor,south,4.41
1129,16,male,0.3,98,yes,high school,south,0.0
821,18,female,4.7,69,no,high school,south,22.09
355,17,female,0.2,90,no,high school,north,2.76
231,17,male,1.0,51,no,high school,east,19.4
1302,18,male,4.7,68,yes,bachelor,south,13.34
1571,17,female,0.6,56,no,none,south,0.0
50,16,female,3.0,90,yes,high school,south,1.81
3545,17,female,1.7,50,no,none,east,0.0
140,17,female,1.8,94,no,bachelor,south,4.93
2938,18,female,0.7,84,no,bachelor,east,8.81
600,15,male,2.6,55,no,high school,south,0.0
1581,18,male,2.2,99,no,high school,south,0.0
497,17,male,1.9,66,yes,none,south,0.0
1172,15,male,8.0,84,yes,bachelor,east,23.55
2964,15,male,0.5,80,yes,bachelor,east,13.9
485,16,male,1.5,99,no,bachelor,east,25.77
781,17,female,0.2,54,no,bachelor,north,9.46
602,17,female,7.4,63,no,high school,east,57.19
3915,16,female,0.7,64,no,none,north,1.01
1081,17,male,0.5,87,yes,none,west,0.0
4227,15,female,1.7,53,no,high school,west,5.67
1410,18,male,4.6,66,yes,high school,north,51.49
2923,18,female,3.8,68,no,high school,east,0.0
3975,15,female,6.6,97,no,bachelor,south,19.0
2810,18,female,1.3,82,no,high school,west,3.75
1338,16,male,0.4,80,yes,high school,south,0.0
916,16,male,1.6,58,no,none,east,0.0
3349,15,male,1.1,81,no,high school,east,6.36
2304,16,male,1.6,97,yes,master,south,26.24
487,16,female,8.0,52,no,high school,north,69.72
3960,16,male,1.6,90,yes,high school,north,13.72
448,18,male,5.8,98,yes,high school,east,48.55
762,17,female,3.8,96,no,none,east,3.49
2301,15,female,9.0,88,yes,none,east,45.18
1675,15,female,1.1,94,no,high school,west,0.0
410,18,male,3.4,85,yes,none,south,5.4
2193,17,female,2.3,81,yes,high school,south,14.24
2990,18,female,1.0,93,yes,high school,east,29.5
1604,17,female,0.5,87,no,high school,east,1.61
3017,15,female,4.5,69,yes,master,south,16.27
868,16,male,4.1,65,no,bachelor,north,18.54
2775,18,female,0.7,82,no,high school,south,0.48
1739,17,male,0.6,68,no,high school,south,0.0
3234,16,male,3.7,98,yes,high school,south,5.08
134,18,female,4.4,80,no,bachelor,north,23.73
3556,16,male,1.9,82,no,none,south,1.13
3086,16,male,1.9,90,no,none,east,5.64
2692,18,male,0.4,82,yes,none,east,0.0
4066,16,female,2.9,60,no,none,south,0.0
3711,16,female,4.2,98,no,none,south,3.34
896,16,female,1.5,91,no,none,south,0.0
4048,15,male,1.2,51,yes,none,north,1.91
1570,16,female,0.7,58,yes,high school,south,9.99
2855,17,male,0.3,63,no,none,south,0.0
4058,17,male,3.0,90,yes,high school,east,50.8
470,15,male,0.4,67,no,master,west,12.45
2951,18,female,5.7,86,yes,high school,east,18.43
2840,17,female,4.4,55,yes,none,west,4.98
3889,15,male,1.3,82,yes,none,south,0.0
1389,16,female,1.2,51,no,none,south,0.0
1755,15,male,2.3,61,no,none,north,5.63
1248,18,male,0.4,84,no,master,south,2.89
4199,18,male,1.3,89,no,high school,north,11.42
1215,16,male,1.9,51,no,high school,east,4.25
1820,17,female,1.8,98,no,none,south,0.0
3898,18,female,0.2,59,yes,none,east,3.31
2122,15,male,0.1,91,no,none,south,0.0
627,16,female,0.8,80,no,high school,south,5.12
3113,16,male,1.1,67,no,high school,south,4.92
1372,17,female,1.9,57,yes,high school,east,7.63
1129,16,male,0.3,98,yes,high school,south,0.0
3521,15,male,1.9,98,no,high school,north,19.48
618,17,female,6.9,96,no,bachelor,south,74.7
1254,16,female,0.3,83,yes,high school,east,8.83
3568,17,male,4.6,99,yes,high school,east,19.3
468,18,female,0.6,57,no,none,north,2.99
975,18,female,0.6,86,yes,none,south,0.0
1453,18,male,1.0,81,yes,bachelor,south,0.0
4090,18,male,1.3,67,no,none,east,0.0
545,16,female,1.8,50,no,high school,south,0.0
402,15,female,4.1,87,yes,high school,east,19.36
335,16,male,2.6,80,yes,high school,south,0.0
2138,18,female,0.8,95,yes,master,east,46.59
1868,17,male,0.7,98,no,none,west,3.72
2884,18,male,6.8,51,yes,high school,south,23.71
3447,15,male,3.2,68,no,bachelor,east,11.63
2249,16,female,1.6,83,no,high school,west,2.24
3190,17,female,2.5,60,no,bachelor,south,11.68
504,15,male,0.4,88,no,bachelor,south,0.0
245,16,female,3.8,98,no,high school,south,9.17
294,15,male,0.9,92,no,high school,south,9.9
1662,15,female,3.8,88,yes,high school,north,16.24
3988,16,male,0.5,52,no,bachelor,north,6.22
2630,18,female,0.3,62,yes,high school,south,4.12
2740,17,female,2.0,98,no,none,south,5.45
1129,16,male,0.3,98,yes,high school,south,0.0
172,17,male,4.0,62,no,high school,south,7.08
692,17,female,3.2,89,no,high school,east,24.86
448,18,male,5.8,98,yes,high school,east,48.55
2096,15,female,3.0,89,yes,master,east,21.77
1654,16,male,1.2,64,yes,high school,north,9.11
1333,18,female,3.7,92,no,bachelor,east,46.82
1439,16,female,4.4,91,no,none,north,32.81
4189,17,male,1.3,65,no,high school,south,3.63
3227,17,male,0.3,59,no,none,west,0.0
1209,15,male,4.4,69,no,master,east,18.74
1891,15,female,0.6,62,yes,none,south,0.0
2761,16,male,9.8,86,no,none,east,20.53
2302,15,female,1.0,90,no,bachelor,east,8.21
155,16,male,1.9,87,yes,none,south,2.86
2102,18,male,0.1,94,yes,high school,south,3.56
937,15,female,7.0,59,no,bachelor,east,30.81
160,17,male,1.6,84,yes,high school,south,4.23
809,18,male,1.7,54,no,none,west,0.0
15,16,female,0.2,86,yes,master,south,19.22
3464,15,female,3.4,88,no,high school,north,18.64
2083,15,female,0.6,95,no,none,south,0.0
3212,17,male,1.9,95,no,bachelor,north,13.49
3410,15,female,1.3,93,no,none,south,0.0
3029,15,male,0.2,84,yes,none,west,1.5
2629,15,female,2.3,55,no,master,north,11.1
3150,18,female,5.7,66,yes,none,east,18.2
